ID,Budget,Genre ID,Genre Name,IMDB ID,Production Company ID,Production Company Name,Release Date,Revenue,Runtime,Title
1947,30000000,[18],['Drama'],tt0350261,"[14, 497, 7380, 7965, 20376, 810, 20377]","['Miramax', 'Revolution Studios', 'Initial Entertainment Group', 'The Ladd Company', 'Kalis Productions GmbH & Co. Zweite KG', 'Persistent Entertainment', 'Unfinished Films']",2005-09-09,18618284,108,An Unfinished Life
1985,25000000,"[18, 9648, 53]","['Drama', 'Mystery', 'Thriller']",tt0387131,"[7419, 264, 1171, 2452, 10146, 834, 19651]","['Scion Films', 'Studio Babelsberg', 'Epsilon Motion Pictures', 'UK Film Council', 'Focus Features', 'Potboiler Productions', 'Blue Sky Films']",2005-08-31,82468097,129,The Constant Gardener
2026,52000000,"[28, 53, 80]","['Action', 'Thriller', 'Crime']",tt0340163,"[2448, 14, 890, 11027, 26947, 26948, 26949]","['Yari Film Group', 'Miramax', 'Cheyenne Enterprises', 'Stratus Film Co.', 'Syndicate Films International', 'Equity Pictures Medienfonds GmbH & Co. KG II', 'Hostage GmbH']",2005-03-10,77944725,113,Hostage
264346,1000000,[10402],['Music'],,[],[],2005-09-16,10000000,66,SoundStage Presents: Robert Plant And The Strange Sensation
2313,22000000,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']",tt0387514,"[33, 598, 1046, 1047]","['Universal Pictures', 'Team Todd', 'Prime Film Productions LLC', 'Younger Than You']",2005-09-21,67900000,102,Prime
264734,350000,[35],['Comedy'],,[],[],2005-02-25,4984,90,One More Round
2610,10284523,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']",tt0338427,"[9195, 1171, 1172, 1173]","['Touchstone Pictures', 'Epsilon Motion Pictures', 'Hyde Park Films', 'Shopgirl']",2005-10-21,11588205,104,Shopgirl
2652,950000,"[18, 53]","['Drama', 'Thriller']",tt0424136,[73067],['Vulcan Productions'],2005-01-14,7022209,103,Hard Candy
2800,70000000,"[35, 10749]","['Comedy', 'Romance']",tt0398375,"[79, 129, 705, 174, 63984]","['Village Roadshow Pictures', 'Section Eight', 'Spring Creek Productions', 'Warner Bros. Pictures', 'Munich Hoffmann-Media']",2005-12-22,88933562,97,Rumor Has It...
3291,7000000,"[18, 36]","['Drama', 'History']",tt0433383,"[11509, 846, 20451, 1780, 6735, 129, 342, 162433]","['Warner Independent Pictures (WIP)', '2929 Productions', 'Redbus Pictures', 'TFC', 'Participant', 'Section Eight', 'Davis Films', 'Metropolitan Talent Agency']",2005-09-16,54600000,92,"Good Night, and Good Luck."
3527,11000000,"[18, 37]","['Drama', 'Western']",tt0377800,"[742, 4505, 94]","['Reverse Angle International', 'Reverse Angle Production', 'ARTE France Cinéma']",2005-05-19,4663501,123,Don't Come Knocking
3631,12000000,[18],['Drama'],tt0429153,"[1468, 175839, 175840, 66592, 1898, 3205, 175841]","['Ferndale Films', 'Noel Pearson Productions', 'Pageturner Productions', 'Sarah Radclyffe Productions Limited', 'Fís Éireann/Screen Ireland', 'Surefire Film Productions', 'The Works']",2005-05-11,875898,101,Tara Road
3933,40000000,"[10749, 14, 16]","['Romance', 'Fantasy', 'Animation']",tt0121164,"[8601, 11537, 57751, 174, 1515, 1514]","['Tim Burton Productions', 'Laika Entertainment', 'Patalex Productions', 'Warner Bros. Pictures', 'Will Vinton Studios', 'Tim Burton Animation Company']",2005-09-12,118133252,77,Corpse Bride
4348,28000000,"[18, 10749]","['Drama', 'Romance']",tt0414387,"[10146, 33, 694, 10163, 7419]","['Focus Features', 'Universal Pictures', 'StudioCanal', 'Working Title Films', 'Scion Films']",2005-09-16,121616555,127,Pride & Prejudice
4379,43000000,"[10749, 35]","['Romance', 'Comedy']",tt0369735,"[12067, 12, 6363, 705]","['Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG', 'New Line Cinema', 'BenderSpink', 'Spring Creek Productions']",2005-05-13,154749918,101,Monster-in-Law
4442,88000000,"[12, 14, 28, 35, 53]","['Adventure', 'Fantasy', 'Action', 'Comedy', 'Thriller']",tt0355295,"[76043, 308, 491, 507, 748, 1649, 7405, 21]","['Revolution Sun Studios', 'The Weinstein Company', 'Summit Entertainment', 'Atlas Entertainment', 'Mosaic Media Group', 'Reforma Films', 'Dimension Films', 'Metro-Goldwyn-Mayer']",2005-08-26,105316267,118,The Brothers Grimm
4551,53000000,"[35, 80]","['Comedy', 'Crime']",tt0377471,"[215, 216, 1693, 21]","['Double Feature Films', 'Jersey Films', 'Nina Saxon Film Design', 'Metro-Goldwyn-Mayer']",2005-03-04,95226116,118,Be Cool
168705,25000000,"[28, 14, 27]","['Action', 'Fantasy', 'Horror']",tt0383222,"[15127, 5723, 1064, 6345]","['Boll KG', 'Pitchblack Pictures Inc.', 'Herold Productions', 'Lighthouse Pictures']",2005-10-22,3650275,99,BloodRayne
5236,15000000,"[35, 80, 9648, 53]","['Comedy', 'Crime', 'Mystery', 'Thriller']",tt0373469,"[1885, 174]","['Silver Pictures', 'Warner Bros. Pictures']",2005-09-05,15785148,103,Kiss Kiss Bang Bang
5289,30000000,"[18, 28, 80]","['Drama', 'Action', 'Crime']",tt0402910,"[26147, 26146, 972, 26144, 1896, 5357, 1171, 21869]","['Mobius International', 'Chaotic Productions', 'Current Entertainment', 'Rampage Entertainment', 'Pierce-Williams', 'Zero Gravity Management', 'Epsilon Motion Pictures', 'Möbius Entertainment']",2005-01-17,7000000,106,Chaos
6439,30000000,"[35, 10751]","['Comedy', 'Family']",tt0376105,"[1088, 491, 174]","['Alcon Entertainment', 'Summit Entertainment', 'Warner Bros. Pictures']",2005-01-06,90754475,102,Racing Stripes
6519,50000000,"[35, 12, 28]","['Comedy', 'Adventure', 'Action']",tt0377818,"[12202, 79, 975, 174]","['WV Films III', 'Village Roadshow Pictures', 'Gerber Pictures', 'Warner Bros. Pictures']",2005-08-05,110803676,104,The Dukes of Hazzard
6795,65000000,"[878, 12, 10751]","['Science Fiction', 'Adventure', 'Family']",tt0406375,"[2550, 11370, 5, 350]","['Teitler Film', 'Michael De Luca Productions', 'Columbia Pictures', 'Radar Pictures']",2005-11-06,65079104,101,Zathura: A Space Adventure
6957,26000000,"[35, 10749]","['Comedy', 'Romance']",tt0405422,"[33, 10105]","['Universal Pictures', 'Apatow Productions']",2005-08-11,177378645,116,The 40 Year Old Virgin
6961,15000000,"[35, 10749]","['Comedy', 'Romance']",tt0372532,"[29018, 12026, 2157, 33, 830]","['Visionview Production', 'Gold Circle Films', '26 Films', 'Universal Pictures', 'Senator International']",2005-02-04,47175038,88,The Wedding Date
6963,20000000,"[35, 18]","['Comedy', 'Drama']",tt0384680,"[11930, 4, 1423, 120667]","['Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG', 'Paramount', 'Escape Artists', 'The Weather Man']",2005-10-20,12482775,101,The Weather Man
7214,30000000,"[18, 36]","['Drama', 'History']",tt0393162,"[4, 746, 2184]","['Paramount', 'MTV Films', 'Tollin/Robbins Productions']",2005-01-14,76669806,136,Coach Carter
7233,45000000,"[35, 10751]","['Comedy', 'Family']",tt0376108,"[73956, 3929, 25]","['Runteldat Entertainment', 'Robert Simonds Productions', '20th Century Fox']",2005-07-01,16809014,103,Rebound
7364,130000000,"[28, 12, 35, 18, 9648]","['Action', 'Adventure', 'Comedy', 'Drama', 'Mystery']",tt0318649,"[4, 2233, 2234, 2235, 2767, 4169, 12124, 12125, 12126, 424, 10221, 491]","['Paramount', 'Bristol Bay Productions', 'Baldwin Entertainment Group', 'Desertlands Entertainment', 'Mace Neufeld Productions', 'Kanzaman Productions', 'J.K. Livin Productions', 'Moguletta', 'Sahara Productions', 'Babelsberg Film', 'Walden Media', 'Summit Entertainment']",2005-04-06,119269486,124,Sahara
7453,50000000,"[12, 35, 878]","['Adventure', 'Comedy', 'Science Fiction']",tt0371724,"[158, 2242, 2243, 9195]","['Spyglass Entertainment', 'Everyman Pictures', 'Hammer & Tongs', 'Touchstone Pictures']",2005-04-28,104478416,109,The Hitchhiker's Guide to the Galaxy
7552,100000000,[35],['Comedy'],tt0369441,"[76714, 23, 5]","['JC 23 Entertainment', 'Imagine Entertainment', 'Columbia Pictures']",2005-12-21,202026112,90,Fun with Dick and Jane
7553,3000000,[35],['Comedy'],tt0348333,"[1305, 2273]","['LIFT Productions', 'Eden Rock Media']",2005-10-07,18637690,94,Waiting...
7870,8000000,"[18, 10749, 53, 37]","['Drama', 'Romance', 'Thriller', 'Western']",tt0398027,[2297],['Class 5 Films'],2005-05-13,852872,112,Down in the Valley
7873,2000000,"[80, 18, 53, 28]","['Crime', 'Drama', 'Thriller', 'Action']",tt0433387,[2313],['Andrea Sperling Productions'],2005-09-11,5967038,116,Harsh Times
8053,15000000,"[12, 80, 18, 9648, 37]","['Adventure', 'Crime', 'Drama', 'Mystery', 'Western']",tt0419294,"[6896, 2322]","['EuropaCorp', 'The Javelina Film Company']",2005-11-17,12036149,121,The Three Burials of Melquiades Estrada
8066,50000000,"[9648, 53, 18]","['Mystery', 'Thriller', 'Drama']",tt0371257,"[1171, 508, 10104, 25]","['Epsilon Motion Pictures', 'Regency Enterprises', 'New Regency Pictures', '20th Century Fox']",2005-09-24,8342132,99,Stay
8202,62000000,"[878, 28, 53]","['Science Fiction', 'Action', 'Thriller']",tt0402022,"[4, 126, 11533, 746, 11534, 6041]","['Paramount', 'Lakeshore Entertainment', 'Valhalla Motion Pictures', 'MTV Films', 'MTV Productions', '(Colossal) Pictures']",2005-11-30,53321673,93,Æon Flux
8292,45000000,"[28, 80]","['Action', 'Crime']",tt0430105,"[4, 435]","['Paramount', 'di Bonaventura Pictures']",2005-08-11,92374674,109,Four Brothers
8488,70000000,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']",tt0386588,"[5, 907, 34]","['Columbia Pictures', 'Overbrook Entertainment', 'Sony Pictures']",2005-02-11,371600000,118,Hitch
8643,19000000,"[80, 18, 27, 53]","['Crime', 'Drama', 'Horror', 'Thriller']",tt0404032,"[126, 1838, 3287]","['Lakeshore Entertainment', 'Firm Films', 'Screen Gems']",2005-09-09,145166804,122,The Exorcism of Emily Rose
8814,60000000,"[28, 27, 878]","['Action', 'Horror', 'Science Fiction']",tt0419706,"[435, 1512, 2539, 11345, 19922, 19923, 424]","['di Bonaventura Pictures', 'John Wells Productions', 'Reaper Productions', 'Stillking Films', 'Doom Productions', 'Distant Planet Productions', 'Babelsberg Film']",2005-10-20,58072119,105,Doom
41726,2000000,"[80, 9648, 53]","['Crime', 'Mystery', 'Thriller']",tt0403933,[],[],2005-05-11,1102000,119,Chasing Ghosts
8968,20000000,"[53, 27, 18, 9648]","['Thriller', 'Horror', 'Drama', 'Mystery']",tt0357507,"[7893, 3287, 768, 830]","['Pacific Renaissance Pictures', 'Screen Gems', 'Ghost House Pictures', 'Senator International']",2005-02-04,67192859,89,Boogeyman
8976,30000000,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']",tt0391304,"[2977, 9195, 2976, 10157]","['Kevin Messick Productions', 'Touchstone Pictures', 'Mile High Productions', 'Beacon Pictures']",2005-04-21,42886719,107,A Lot Like Love
8978,30000000,"[53, 28, 12, 80]","['Thriller', 'Action', 'Adventure', 'Crime']",tt0398712,"[134, 729, 20449, 20450, 4253, 10146]","['Rogue Pictures', 'Why Not Productions', 'Liaison Films', 'Biscayne Pictures', 'Don Carmody Productions', 'Focus Features']",2005-01-19,35294470,109,Assault on Precinct 13
8999,22000000,"[18, 53]","['Drama', 'Thriller']",tt0398017,"[435, 14, 23635, 308]","['di Bonaventura Pictures', 'Miramax', 'Patalex V Productions Limited', 'The Weinstein Company']",2005-11-11,57479076,108,Derailed
9007,58000000,"[18, 35, 10749, 14]","['Drama', 'Comedy', 'Romance', 'Fantasy']",tt0425123,"[384, 7, 6814]","['MacDonald/Parkes Productions', 'DreamWorks Pictures', 'United International Pictures']",2005-09-16,102854431,95,Just Like Heaven
9009,30000000,"[27, 9648]","['Horror', 'Mystery']",tt0382628,"[49696, 829, 9195, 49697]","['Post No Bills Films', 'Vertigo Entertainment', 'Touchstone Pictures', 'Pandemonium Productions']",2005-07-08,68357079,105,Dark Water
9042,30000000,"[28, 12, 27, 53]","['Action', 'Adventure', 'Horror', 'Thriller']",tt0402901,"[26033, 26032, 126, 3287, 995]","['City Productions', 'Cineblue Internationale Filmproduktionsgesellschaft', 'Lakeshore Entertainment', 'Screen Gems', 'Cinerenta Medienbeteiligungs KG']",2005-08-26,33296457,97,The Cave
9043,19000000,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']",tt0356680,"[711, 112206, 445, 1187, 40206]","['Fox 2000 Pictures', 'The Family Stone', 'Major Studio Partners', 'Michael London Productions', 'Pan Productions']",2005-12-15,92884429,103,The Family Stone
9074,33000000,"[28, 35, 80]","['Action', 'Comedy', 'Crime']",tt0399327,[12],['New Line Cinema'],2005-09-08,13485145,83,The Man
9291,82000000,[35],['Comedy'],tt0398165,"[60378, 4, 746, 5, 878]","['Callahan Filmworks', 'Paramount', 'MTV Films', 'Columbia Pictures', 'Happy Madison Productions']",2005-05-27,190320568,113,The Longest Yard
9315,55000000,"[53, 18, 9648]","['Thriller', 'Drama', 'Mystery']",tt0408790,"[9195, 23]","['Touchstone Pictures', 'Imagine Entertainment']",2005-09-22,223387299,98,Flightplan
9335,32000000,"[28, 53, 80]","['Action', 'Thriller', 'Crime']",tt0388482,"[6586, 6896, 972, 95342, 104, 356]","['TPS Star', 'EuropaCorp', 'Current Entertainment', 'Sea Side Films Florida Inc.', 'Canal+', 'TF1 Films Production']",2005-08-03,89083229,87,Transporter 2
9388,6500000,"[35, 18]","['Comedy', 'Drama']",tt0427944,"[150904, 1420, 445, 3567, 43]","['TYFS Productions LLC', 'ContentFilm', 'Major Studio Partners', 'Room 9 Entertainment', 'Fox Searchlight Pictures']",2005-09-09,24793509,92,Thank You for Smoking
9392,3500000,"[12, 27]","['Adventure', 'Horror']",tt0435625,"[7981, 3573, 45785]","['Pathé', 'Celador Films', 'Northmen Productions']",2005-07-08,57130027,99,The Descent
9515,10000000,"[28, 35, 80, 18, 53]","['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",tt0365485,"[14, 11027, 25433, 26948, 3135, 597, 74624, 51202]","['Miramax', 'Stratus Film Co.', 'DEJ Productions', 'Equity Pictures Medienfonds GmbH & Co. KG II', 'Furst Films', 'Irish Dreamtime', 'Yari Film Group (YFG)', 'Syndicate, The']",2005-05-12,17297244,96,The Matador
9522,40000000,"[35, 10749]","['Comedy', 'Romance']",tt0396269,"[1565, 12, 870]","['Avery Pix', 'New Line Cinema', 'Tapestry Films']",2005-07-13,288485135,119,Wedding Crashers
9621,57000000,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']",tt0368709,"[4, 44, 485, 20157]","['Paramount', 'Cruise/Wagner Productions', 'Vinyl Films', 'KMP Film Invest']",2005-10-14,52164016,123,Elizabethtown
9641,60000000,"[35, 10751, 12]","['Comedy', 'Family', 'Adventure']",tt0452598,"[25, 2575]","['20th Century Fox', '21 Laps Entertainment']",2005-12-21,129181830,94,Cheaper by the Dozen 2
9667,29000000,"[53, 9648, 18, 878, 14]","['Thriller', 'Mystery', 'Drama', 'Science Fiction', 'Fantasy']",tt0366627,"[11509, 129, 551, 827, 846, 1208, 3801]","['Warner Independent Pictures (WIP)', 'Section Eight', 'Mandalay Pictures', 'VIP Medienfonds 3', '2929 Productions', 'Rising Star', 'VIP 2 Medienfonds']",2005-03-04,21733230,103,The Jacket
9687,169000,[35],['Comedy'],tt0444653,"[491, 2268]","['Summit Entertainment', 'Isle of Man Film']",2005-12-02,18564702,103,Keeping Mum
9700,9600000,"[18, 10749]","['Drama', 'Romance']",tt0343996,[35],['Lions Gate Films'],2005-09-03,4386236,144,The Lost City
9701,35000000,[18],['Drama'],tt0395972,"[6735, 8073, 376]","['Participant', 'Nick Wechsler Productions', 'Industry Entertainment']",2005-02-12,25224242,126,North Country
9722,85000000,"[35, 14, 10749]","['Comedy', 'Fantasy', 'Romance']",tt0374536,"[84893, 14440, 5]","['Bewitched', 'Red Wagon Entertainment', 'Columbia Pictures']",2005-06-21,131426169,102,Bewitched
9729,25000000,"[18, 9648, 53]","['Drama', 'Mystery', 'Thriller']",tt0373450,"[805, 2267, 808, 806, 12800, 11575]","['Serendipity Point Films', 'First Choice Films', 'The Movie Network', 'Téléfilm Canada', 'Ego Film Arts', 'Movie Central']",2005-10-07,3500000,107,Where the Truth Lies
9738,100000000,"[28, 12, 14, 878]","['Action', 'Adventure', 'Fantasy', 'Science Fiction']",tt0120667,"[26149, 436, 19551, 25, 10881, 47]","['Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 3 KG', '1492 Pictures', 'Marvel Enterprises', '20th Century Fox', 'Bernd Eichinger Productions', 'Constantin Film']",2005-06-29,333535934,106,Fantastic Four
9763,10000000,[18],['Drama'],tt0380389,"[9195, 17491, 26470, 1171]","['Touchstone Pictures', 'Milkshake Films', 'Little Magic Films', 'Epsilon Motion Pictures']",2005-09-29,27610873,118,Goal!
9777,20000000,"[18, 9648]","['Drama', 'Mystery']",tt0377107,"[14, 1205, 11351]","['Miramax', 'Endgame Entertainment', 'Hart-Sharp Entertainment']",2005-09-05,7535331,101,Proof
9779,25000000,"[18, 35]","['Drama', 'Comedy']",tt0403508,"[10067, 1088, 813]","['Alloy Entertainment', 'Alcon Entertainment', 'Di Novi Pictures']",2005-06-01,39053061,119,The Sisterhood of the Traveling Pants
9787,25000000,[18],['Drama'],tt0355702,"[5, 4700, 1686, 830, 559]","['Columbia Pictures', 'The Linson Company', 'Indelible Pictures', 'Senator International', 'TriStar Pictures']",2005-06-03,13411957,107,Lords of Dogtown
9813,900000,"[18, 53]","['Drama', 'Thriller']",tt0414951,"[3637, 2313, 21856, 185670]","['Burnt Orange Productions', 'Andrea Sperling Productions', 'Holly Wiersma Productions', 'Joel Michaely Productions']",2005-09-12,381420,96,The Quiet
9885,1000000,"[27, 53]","['Horror', 'Thriller']",tt0416315,"[7405, 1380, 2806, 6016, 6017, 7337]","['Dimension Films', 'Australian Film Finance Corporation', 'South Australian Film Corporation', '403 Productions', 'True Crime Channel', 'Mushroom Pictures']",2005-09-16,30894796,104,Wolf Creek
9899,45000000,[35],['Comedy'],tt0395251,"[34, 145]","['Sony Pictures', 'Gaumont Columbia Tristar Films']",2005-12-25,38058335,134,The Producers
9910,35000000,"[35, 80, 18, 53]","['Comedy', 'Crime', 'Drama', 'Thriller']",tt0417217,"[10210, 33]","['Morgan Creek', 'Universal Pictures']",2005-10-07,30526509,122,Two for the Money
9913,43000000,"[18, 27, 9648, 53]","['Drama', 'Horror', 'Mystery', 'Thriller']",tt0397101,"[33, 69, 215, 12269, 12270, 12271]","['Universal Pictures', 'MFPV Film', 'Double Feature Films', 'ShadowCatcher Entertainment', 'Daniel Bobker Productions', 'Brick Dust Productions LLC']",2005-07-29,93983911,104,The Skeleton Key
9923,50000000,"[28, 80]","['Action', 'Crime']",tt0421054,"[56181, 12, 342, 1645]","['Domino 17521', 'New Line Cinema', 'Davis Films', 'Scott Free Productions']",2005-10-14,22944502,127,Domino
9928,75000000,"[16, 35, 10751, 878]","['Animation', 'Comedy', 'Family', 'Science Fiction']",tt0358082,"[9383, 11749, 25]","['Blue Sky Studios', '20th Century Fox Animation', '20th Century Fox']",2005-03-10,262511490,91,Robots
9947,43000000,"[28, 14, 878]","['Action', 'Fantasy', 'Science Fiction']",tt0357277,"[508, 1171, 10104, 19551, 19552, 19553, 19554, 25]","['Regency Enterprises', 'Epsilon Motion Pictures', 'New Regency Pictures', 'Marvel Enterprises', 'Horseshoe Bay Productions', 'Elektra Productions', 'SAI Productions', '20th Century Fox']",2005-01-13,56681566,97,Elektra
9968,14000000,"[35, 80, 18]","['Comedy', 'Crime', 'Drama']",tt0402850,"[1208, 826, 1204, 31599]","['Rising Star', 'Capitol Films', 'Ascendant Pictures', 'Film & Entertainment VIP Medienfonds 2 GmbH & Co. KG']",2005-10-27,541840,100,The Big White
9981,45000000,"[10751, 35]","['Family', 'Comedy']",tt0384642,[748],['Mosaic Media Group'],2005-05-13,56070433,95,Kicking & Screaming
9982,150000000,"[16, 10751, 35]","['Animation', 'Family', 'Comedy']",tt0371606,"[2, 171656]","['Walt Disney Pictures', 'Walt Disney Feature Animation']",2005-11-04,314432665,81,Chicken Little
10008,14000000,"[27, 53, 9648]","['Horror', 'Thriller', 'Mystery']",tt0429573,"[22705, 3533, 8933, 3608, 3244, 20451, 4298]","['Midsummer Films', 'Allan Zeman Productions', 'Sweetpea Entertainment', 'After Dark Films', 'Media Pro Pictures', 'Redbus Pictures', 'Remstar Productions']",2005-05-05,29612137,83,An American Haunting
10012,35000000,"[27, 35]","['Horror', 'Comedy']",tt0257516,"[20376, 1600, 2180, 7405]","['Kalis Productions GmbH & Co. Zweite KG', 'Craven-Maddalena Films', 'Outerbanks Entertainment', 'Dimension Films']",2005-02-25,19294901,97,Cursed
10022,56000000,"[35, 10751, 28]","['Comedy', 'Family', 'Action']",tt0395699,"[2, 158]","['Walt Disney Pictures', 'Spyglass Entertainment']",2005-03-04,198636868,95,The Pacifier
